zone,year,population,water_supply_mgd,water_demand_mgd,groundwater_extraction_mgd,groundwater_recharge_mgd,energy_consumption_mu,solar_capacity_mw,renewable_share_percent,waste_generated_tpd,waste_processed_tpd,landfill_dependency_percent,green_space_sqkm,tree_cover_percent,built_up_density_percent,ghg_emissions_mtco2,transport_emissions_mtco2,waste_emissions_mtco2,sustainability_score
North,1979,350000,62.0,63.9,3.1,3.1,320.0,1.0,0.2,80.0,6.4,90.0,9.24,4.04,32.0,1.669,0.08,0.401,42.5
North,1980,350000,63.0,64.9,4.2,4.1,400.0,1.0,0.2,80.0,6.4,90.0,9.35,4.37,33.0,1.726,0.08,0.414,42.62
North,1981,410000,64.0,65.9,5.3,5.2,480.0,1.0,0.2,80.0,6.4,90.0,9.46,4.7,34.0,1.744,0.08,0.419,42.81
North,1982,470000,65.0,66.9,6.4,6.3,560.0,1.0,0.2,80.0,6.4,90.0,9.56,5.03,35.0,1.803,0.08,0.433,42.93
North,1983,530000,66.0,68.0,7.5,7.3,640.0,1.0,0.2,90.0,7.2,90.0,9.67,5.36,36.0,1.858,0.08,0.446,43.06
North,1984,590000,67.0,69.0,8.5,8.4,720.0,1.0,0.2,115.0,9.2,90.0,9.78,5.68,37.0,1.98,0.08,0.475,43.09
North,1985,650000,68.0,70.0,9.6,9.4,800.0,1.0,0.2,140.0,11.2,90.0,9.89,6.01,38.0,2.044,0.08,0.491,43.2
North,1986,710000,69.0,71.1,10.7,10.5,880.0,1.0,0.2,165.0,13.2,90.0,9.99,6.34,39.0,2.074,0.08,0.498,43.37
North,1987,770000,70.0,72.1,11.8,11.5,960.0,1.0,0.2,190.0,15.2,90.0,10.1,6.67,40.0,2.144,0.08,0.514,43.48
North,1988,830000,71.0,73.1,12.9,12.6,1040.0,1.0,0.2,215.0,17.2,90.0,10.21,7.0,41.0,2.227,0.08,0.535,43.56
North,1989,890000,72.0,74.2,13.9,13.7,1120.0,1.0,0.2,240.0,19.2,90.0,10.32,7.32,42.0,2.294,0.08,0.551,43.67
North,1990,950000,73.0,75.2,15.0,14.7,1200.0,1.0,0.2,265.0,21.2,90.0,10.42,7.65,43.0,2.371,0.08,0.569,43.77
North,1991,1010000,74.0,76.2,16.1,15.8,1280.0,1.0,0.2,290.0,23.2,90.0,10.6,8.05,44.0,2.397,0.08,0.575,44.0
North,1992,1070000,75.0,77.2,17.2,16.4,1360.0,1.0,0.2,315.0,25.2,90.0,10.67,8.34,45.0,2.452,0.08,0.588,44.1
North,1993,1130000,76.0,78.3,18.3,16.9,1440.0,1.0,0.2,340.0,27.2,90.0,11.0,8.88,46.0,2.508,0.08,0.602,44.4
North,1994,1190000,77.0,79.3,19.3,17.4,1520.0,1.0,0.2,365.0,29.2,90.0,11.31,9.43,47.0,2.607,0.08,0.626,44.62
North,1995,1250000,78.0,80.3,20.4,17.9,1600.0,1.0,0.2,390.0,31.2,90.0,11.24,9.59,48.0,2.762,0.08,0.663,44.46
North,1996,1310000,79.0,81.4,21.5,18.4,1680.0,1.0,0.2,415.0,33.2,90.0,11.14,9.69,49.0,2.929,0.08,0.688,44.24
North,1997,1370000,80.0,82.4,22.6,18.9,1760.0,1.0,0.2,440.0,35.2,90.0,11.17,9.94,50.0,3.005,0.08,0.672,44.28
North,1998,1430000,81.0,83.4,23.6,19.4,1840.0,1.0,0.2,465.0,37.2,90.0,11.41,10.42,51.0,3.035,0.099,0.648,44.56
North,1999,1490000,82.0,84.5,24.7,19.9,1920.0,1.0,0.2,490.0,39.2,90.0,11.54,10.77,52.0,3.013,0.192,0.617,44.83
North,2000,1550000,83.0,85.5,25.8,20.4,2000.0,1.0,0.2,515.0,41.2,90.0,11.33,10.74,53.0,3.118,0.29,0.606,44.61
North,2001,1610000,84.0,86.5,26.9,20.9,2080.0,1.0,0.2,540.0,43.2,90.0,11.33,10.94,54.0,3.218,0.388,0.595,44.57
North,2002,1670000,85.0,87.5,28.0,21.4,2160.0,1.0,0.2,565.0,45.2,90.0,11.33,11.13,55.0,3.255,0.48,0.574,44.62
North,2003,1730000,86.0,88.6,29.0,21.9,2240.0,1.0,0.2,590.0,47.2,90.0,11.41,11.41,56.0,3.456,0.594,0.575,44.49
North,2004,1790000,87.0,89.6,30.1,22.4,2320.0,1.0,0.2,615.0,49.2,90.0,11.42,11.61,57.0,3.644,0.711,0.573,44.32
North,2005,1850000,88.0,90.6,31.2,22.9,2400.0,1.0,0.2,640.0,51.2,90.0,11.3,11.63,58.0,3.735,0.814,0.558,44.16
North,2006,1910000,89.0,91.7,32.3,23.4,2480.0,1.0,0.2,665.0,53.2,90.0,11.39,11.92,59.0,3.748,0.901,0.535,44.34
North,2007,1970000,90.0,92.7,33.4,24.0,2560.0,1.0,0.2,690.0,55.2,90.0,11.61,12.38,60.0,3.953,1.029,0.533,44.33
North,2008,2030000,91.0,93.7,34.4,24.5,2640.0,1.0,0.2,715.0,57.2,90.0,11.68,12.64,61.0,4.142,1.157,0.527,44.2
North,2009,2090000,92.0,94.8,35.5,25.0,2720.0,1.0,0.2,740.0,59.2,90.0,11.71,12.85,62.0,4.014,1.205,0.492,44.54
North,2010,2150000,93.0,95.8,36.6,25.5,2800.0,1.0,0.2,765.0,61.2,90.0,11.48,12.7,63.0,4.131,1.315,0.48,44.22
North,2011,2210000,94.0,99.2,37.7,26.0,2880.0,1.0,0.2,790.0,130.2,83.51,11.43,12.77,64.0,4.11,1.385,0.456,45.39
North,2012,2270000,95.0,103.9,38.8,26.5,2960.0,2.6,0.29,815.0,203.9,74.98,11.58,13.15,65.0,4.215,1.491,0.443,46.42
North,2013,2330000,96.0,108.6,39.8,27.0,3040.0,5.5,0.35,840.0,258.2,69.27,11.2,12.74,66.0,4.295,1.589,0.428,46.43
North,2014,2390000,97.0,113.3,40.9,27.5,3120.0,7.5,0.4,865.0,306.1,64.62,10.88,12.42,67.0,4.396,1.695,0.414,46.29
North,2015,2450000,98.0,118.0,42.0,28.0,3200.0,18.0,0.6,890.0,445.0,50.0,12.2,14.5,68.0,4.2,1.8,0.4,58.0
North,2016,2510000,99.0,122.0,44.0,29.0,3280.0,21.0,0.7,915.0,503.0,45.0,12.3,14.8,69.0,4.3,1.9,0.4,59.0
North,2017,2570000,100.0,126.0,45.0,29.0,3360.0,24.0,0.8,940.0,564.0,40.0,12.4,15.1,70.0,4.4,2.0,0.4,60.0
North,2018,2630000,101.0,131.0,47.0,30.0,3440.0,28.0,0.9,965.0,627.0,35.0,12.5,15.4,71.0,4.5,2.1,0.3,61.0
North,2019,2690000,102.0,135.0,48.0,30.0,3520.0,32.0,1.0,990.0,693.0,31.0,12.6,15.7,72.0,4.5,2.2,0.3,62.0
North,2020,2750000,103.0,139.0,49.0,31.0,3600.0,36.0,1.1,1015.0,762.0,27.0,12.7,16.0,73.0,4.6,2.3,0.3,63.0
North,2021,2810000,104.0,144.0,50.0,31.0,3680.0,41.0,1.2,1040.0,832.0,22.0,12.8,16.3,74.0,4.7,2.4,0.3,64.0
North,2022,2870000,105.0,148.0,51.0,32.0,3760.0,45.0,1.3,1065.0,905.0,18.0,12.9,16.6,75.0,4.8,2.5,0.3,65.0
North,2023,2930000,106.0,153.0,52.0,32.0,3840.0,50.0,1.4,1090.0,981.0,15.0,13.0,16.9,76.0,4.8,2.6,0.3,66.0
North,2024,2990000,107.0,158.0,53.0,33.0,3920.0,55.0,1.5,1115.0,1060.0,12.0,13.1,17.2,77.0,4.9,2.7,0.2,67.0
North,2025,3050000,108.0,163.0,54.0,33.0,4000.0,60.0,1.6,1140.0,1142.0,10.0,13.2,17.5,78.0,5.0,2.8,0.2,68.0
North,2026,3110000,109.0,168.0,55.0,34.0,4080.0,66.0,1.7,1165.0,1227.0,8.0,13.3,17.8,79.0,5.1,2.9,0.2,69.0
North,2027,3170000,110.0,173.0,56.0,34.0,4160.0,72.0,1.8,1190.0,1315.0,6.0,13.4,18.1,80.0,5.2,3.0,0.2,70.0
North,2028,3230000,111.0,178.0,57.0,35.0,4240.0,78.0,1.9,1215.0,1406.0,5.0,13.5,18.4,81.0,5.2,3.1,0.2,71.0
North,2029,3290000,112.0,183.0,58.0,35.0,4320.0,85.0,2.0,1240.0,1500.0,4.0,13.6,18.7,82.0,5.3,3.2,0.2,72.0
North,2030,3350000,113.0,188.0,59.0,36.0,4400.0,92.0,2.1,1265.0,1597.0,3.0,13.7,19.0,83.0,5.4,3.3,0.2,73.0
South,1800,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.104,42.13
South,1801,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.105,42.13
South,1802,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.106,42.13
South,1803,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.108,42.13
South,1804,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.109,42.13
South,1805,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.111,42.13
South,1806,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.112,42.13
South,1807,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.114,42.13
South,1808,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.115,42.13
South,1809,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.117,42.13
South,1810,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.118,42.13
South,1811,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.12,42.13
South,1812,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.121,42.13
South,1813,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.123,42.13
South,1814,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.124,42.13
South,1815,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1816,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1817,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1818,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1819,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1820,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1821,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1822,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1823,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1824,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1825,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1826,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1827,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1828,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1829,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1830,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1831,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1832,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1833,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1834,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1835,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1836,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1837,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1838,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1839,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1840,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1841,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1842,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1843,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1844,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1845,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1846,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1847,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1848,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1849,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1850,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1851,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1852,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1853,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1854,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1855,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1856,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1857,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1858,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1859,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1860,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1861,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1862,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1863,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1864,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1865,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1866,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1867,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1868,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1869,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1870,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1871,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1872,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1873,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1874,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1875,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1876,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1877,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1878,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1879,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1880,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1881,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1882,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1883,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1884,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1885,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1886,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1887,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1888,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1889,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1890,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1891,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1892,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1893,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1894,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1895,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1896,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1897,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1898,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1899,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1900,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1901,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1902,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1903,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1904,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1905,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1906,300000,16.0,16.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1907,300000,17.0,17.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1908,300000,18.0,18.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1909,300000,19.0,19.6,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1910,300000,20.0,20.6,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1911,300000,21.0,21.6,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1912,300000,22.0,22.7,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1913,300000,23.0,23.7,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1914,300000,24.0,24.7,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South,1915,300000,25.0,25.8,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.17,3.5,20.0,0.5,0.06,0.125,42.16
South,1916,300000,26.0,26.8,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.47,3.5,20.0,0.5,0.06,0.125,42.21
South,1917,300000,27.0,27.8,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.76,3.5,20.0,0.5,0.06,0.125,42.27
South,1918,300000,28.0,28.8,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.06,3.5,20.0,0.5,0.06,0.125,42.32
South,1919,300000,29.0,29.9,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.35,3.5,20.0,0.5,0.06,0.125,42.37
South,1920,300000,30.0,30.9,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.64,3.5,20.0,0.5,0.06,0.125,42.42
South,1921,300000,31.0,31.9,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.94,3.5,20.0,0.5,0.06,0.125,42.48
South,1922,300000,32.0,33.0,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.23,3.5,20.0,0.5,0.06,0.125,42.53
South,1923,300000,33.0,34.0,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.53,3.5,20.0,0.5,0.06,0.125,42.58
South,1924,300000,34.0,35.0,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.82,3.5,20.0,0.5,0.06,0.125,42.64
South,1925,300000,35.0,36.1,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.11,3.5,20.0,0.5,0.06,0.125,42.69
South,1926,300000,36.0,37.1,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.41,3.5,20.0,0.5,0.06,0.125,42.74
South,1927,300000,37.0,38.1,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.7,3.5,20.0,0.5,0.06,0.125,42.79
